,address_number_primary,address_dir_primary,address_road_primary,address_sfx_primary,address,loc
1240,500,,MARKET,ST,"500 MARKET ST, San Diego, CA, USA","Market Street, Grant Hill, San Diego, San Diego County, California, 92102, United States"
1241,500,,HOTEL CIRCLE NORTH,,"500 HOTEL CIRCLE NORTH, San Diego, CA, USA","Town and Country Resort & Convention Center, 500, Hotel Circle North, Mission Hills, San Diego, San Diego County, California, 92108, United States"
1242,2400,,HOTEL CIRCLE NORTH,,"2400 HOTEL CIRCLE NORTH, San Diego, CA, USA","Hotel Circle North, Mission Hills, San Diego, San Diego County, California, 92103, United States"
1243,6900,,LISBON,ST,"6900 LISBON ST, San Diego, CA, USA","Lisbon Street, Jamacha, San Diego, San Diego County, California, 92114, United States"
1244,5000,,NEWPORT,AV,"5000 NEWPORT AV, San Diego, CA, USA","5000, Newport Avenue, Ocean Beach, San Diego, San Diego County, California, 92107, United States"
1245,7200,,CALLE CRISTOBAL,,"7200 CALLE CRISTOBAL, San Diego, CA, USA","Calle Cristobal, San Diego, San Diego County, California, 92126, United States"
1246,800,,05TH,AV,"800 05TH AV, San Diego, CA, USA",
1247,800,,06TH,AV,"800 06TH AV, San Diego, CA, USA",
1248,4700,,BAYARD,ST,"4700 BAYARD ST, San Diego, CA, USA","Bayard Street, Mission Beach, San Diego, San Diego County, California, 92109, United States"
1249,3900,,JEWELL,ST,"3900 JEWELL ST, San Diego, CA, USA","Jewell Street, Crown Point, Pacific Beach, San Diego, San Diego County, California, 921009, United States"
