rating,reviews
4,"I have been here a few times for a concert, a lecture, a concert.  

It's a small old theater with a balcony.  

Nothing modern about it--it's pure 70's...."
2,"The Kirk Franklin concert was here, and with the shout-stomping on the upper level, I felt unsafe, like we'd come crashing through in a moment.

I've seen a..."
5,"Myth Masque really is fantasy all grown up!

For those of you who have created costumes for a long time this event definitely attracts those who go all out..."
5,"As the official Absinthe Fairy, I should be raging - but I'm not.
I was told like everyone else, last minute, that alcohol would not be served at the event..."
5,"This was my first time attending their masque (June 9th, 2012).  I usually would always go to Jareth's masquerade instead, but I noticed this place through..."
5,"Unassuming facade yet deep in space both literally and figuratively. This place looks like it has some history. 

I like that they are focused on the Latino..."
5,Such a nice venue! We worked an event here tonight and it was really cool to see the history of the building. On the lower floor when you go towards the...
5,"Where do I begin?! 
Where should I begin!? 
How do I begin!? 
The reason it's taken me so long to actually update my previous YELP Review on the Latina..."
5,"I truly have learned so much from Amy Jo! From audition techniques to the business side of acting, it has  helped my career in more ways than one. I think..."
5,"Honestly,  it rare you meet people in life who actually are who they say they are, Amy Jo Berman is one of those rare people.  Amy is dedicated to really..."
5,During this time it's difficult for us actors to stay busy & productive. This has been a great time to polish my craft & make sure I'm in tip top shape for...
5,"Came here for the COVID-19 Test and I have no complaints. I easily made an appointment online, parked my car and walked up. Staff there are nice and there..."
4,"I'm not sure whether this is Boyle Heights or East LA, but it is well kept and green.  I was here for a free COVID-19 test to validate negativity before..."
5,"This is for the Covid-19 only. I needed a place to go in and out for the Covid-19 testing for a peace of mind. Very easy transition, volunteers were..."
5,My husband and I thought this experience was so impressive and unique. Whoever created this experience really embraced the challenge of COVID and made the...
5,"I don't know if we're just starved for entertainment right now or if this was really that good, but we really liked the experience. In retrospect, it was..."
5,Big fan of Stranger Things and this was soo cool! The production and actors made it feel like I was apart of the series! Very organized and COVID friendly...
5,"Oldest residental in Los Angeles. I'm surprised it still survived earthquakes. I actually stumbled across this looking for the restroom.

I'm glad to see..."
5,"It's a free exhibit! Drop by when you're at Olvera Street. 

It's a neat look into LA history with its oldest residence. You can see the Avila family's..."
4,I have been to Olvera Plaza many times in the past but I never thought there is a museum right in the middle of it. I probably didn't notice in the past...
5,"The team at Nude Drawing Party did a fantastic job creating a memorable event for our bride-to-be. The drawing class experience, completed with champagne..."
5,"Me sister and I booked an appointment here for our friend's bachelorette weekend. It was awesome! The two ladies were nice, we were first served with yummy..."
5,"Our bachelorette party had an absolutely phenomenal time. Ladies, indulge yourself. This experience is not to be missed. The model was fun, professional,..."
5,"Alex always looks for the best seats and of course the best price, there is no competition that can win you in service, price and kindness. the last time I..."
1,This ticket scalping business is a total rip-off and is a disguised scam. Their tickets are way overpriced! Alex and Judy are rude and give horrible...
5,Great customer service! Alex and Judy have helped me get tickets at the very last minute and for a GREAT PRICE! I highly recommend everyone to come here for...
5,I started the Align 1 workshop at Align just 3 weeks before LA entered into COVID Lockdown. They were great and refunded the balance of the remaining...
5,I am a huge fan of Align Ballet. I grew up as a dancer but let it fall by the wayside as I got older. Align has been the perfect place to pick it back up...
5,"I've been taking Michael's Sunday class (open Align 4) at this location for around 8 weeks.

I danced as a teenager and spent 4 years at a full-time dance..."
5,This is a great community park in Historic Filipinotown. There is a kids play area and a few benches where you can sit and relax. It is small but it has a...
